state,fips,year,pop
North Dakota,38,1981,659505
North Dakota,38,1982,668972
North Dakota,38,1983,676688
North Dakota,38,1984,680497
North Dakota,38,1985,676980
North Dakota,38,1986,669512
North Dakota,38,1987,661136
North Dakota,38,1988,655331
North Dakota,38,1989,646351
North Dakota,38,1990,637364
North Dakota,38,1991,634199
North Dakota,38,1992,635427
North Dakota,38,1993,637229
North Dakota,38,1994,639762
North Dakota,38,1995,641548
North Dakota,38,1996,642858
North Dakota,38,1997,640945
North Dakota,38,1998,637808
North Dakota,38,1999,633666
North Dakota,38,2000,642023
North Dakota,38,2001,639062
North Dakota,38,2002,638168
North Dakota,38,2003,638817
North Dakota,38,2004,644705
North Dakota,38,2005,646089
North Dakota,38,2006,649422
North Dakota,38,2007,652822
North Dakota,38,2008,657569
North Dakota,38,2009,664968
North Dakota,38,2010,674518
North Dakota,38,2011,684830
North Dakota,38,2012,701380
North Dakota,38,2013,722908
North Dakota,38,2014,738658
North Dakota,38,2015,754859
North Dakota,38,2016,755548
North Dakota,38,2017,755393
Ohio,39,1971,10734818
Ohio,39,1972,10746993
Ohio,39,1973,10767314
Ohio,39,1974,10765759
Ohio,39,1975,10770425
Ohio,39,1976,10752662
Ohio,39,1977,10771394
Ohio,39,1978,10795581
Ohio,39,1979,10798298
Ohio,39,1980,10795770
Ohio,39,1981,10788330
Ohio,39,1982,10757087
Ohio,39,1983,10737632
Ohio,39,1984,10737746
Ohio,39,1985,10734926
Ohio,39,1986,10730268
Ohio,39,1987,10760090
Ohio,39,1988,10798552
Ohio,39,1989,10829217
Ohio,39,1990,10861837
Ohio,39,1991,10933683
Ohio,39,1992,11007609
Ohio,39,1993,11070385
Ohio,39,1994,11111451
Ohio,39,1995,11155493
Ohio,39,1996,11187032
Ohio,39,1997,11212498
Ohio,39,1998,11237752
Ohio,39,1999,11256654
Ohio,39,2000,11363543
Ohio,39,2001,11387404
Ohio,39,2002,11407889
Ohio,39,2003,11434788
Ohio,39,2004,11452251
Ohio,39,2005,11463320
Ohio,39,2006,11481213
Ohio,39,2007,11500468
Ohio,39,2008,11515391
Ohio,39,2009,11528896
Ohio,39,2010,11539282
Ohio,39,2011,11543332
Ohio,39,2012,11546969
Ohio,39,2013,11567845
Ohio,39,2014,11593741
Ohio,39,2015,11606027
Ohio,39,2016,11622554
Ohio,39,2017,11658609
Oklahoma,40,1971,2618601
Oklahoma,40,1972,2658646
Oklahoma,40,1973,2695931
Oklahoma,40,1974,2734768
Oklahoma,40,1975,2774683
Oklahoma,40,1976,2826815
Oklahoma,40,1977,2870014
Oklahoma,40,1978,2917336
Oklahoma,40,1979,2975310
Oklahoma,40,1980,3039464.8
Oklahoma,40,1981,3096164
Oklahoma,40,1982,3206123
Oklahoma,40,1983,3290402
Oklahoma,40,1984,3285533
Oklahoma,40,1985,3271332
Oklahoma,40,1986,3252735
Oklahoma,40,1987,3210122
Oklahoma,40,1988,3167057
Oklahoma,40,1989,3150307
Oklahoma,40,1990,3147105
Oklahoma,40,1991,3166471
Oklahoma,40,1992,3204174
Oklahoma,40,1993,3228829
Oklahoma,40,1994,3246119
Oklahoma,40,1995,3265547
Oklahoma,40,1996,3289634
Oklahoma,40,1997,3314259
Oklahoma,40,1998,3339478
Oklahoma,40,1999,3358044
Oklahoma,40,2000,3454365
Oklahoma,40,2001,3467100
Oklahoma,40,2002,3489080
Oklahoma,40,2003,3504892
Oklahoma,40,2004,3525233
Oklahoma,40,2005,3548597
Oklahoma,40,2006,3594090
Oklahoma,40,2007,3634349
Oklahoma,40,2008,3668976
Oklahoma,40,2009,3717572
Oklahoma,40,2010,3759529
Oklahoma,40,2011,3785232
Oklahoma,40,2012,3815298
Oklahoma,40,2013,3849840
Oklahoma,40,2014,3875008
Oklahoma,40,2015,3904353
Oklahoma,40,2016,3921207
Oklahoma,40,2017,3930864
Oregon,41,1971,2151022
Oregon,41,1972,2197297
Oregon,41,1973,2241932
Oregon,41,1974,2285013
Oregon,41,1975,2329661
Oregon,41,1976,2378262
Oregon,41,1977,2446673
Oregon,41,1978,2518298
Oregon,41,1979,2588012
Oregon,41,1980,2640080.4
Oregon,41,1981,2667982
Oregon,41,1982,2664922
Oregon,41,1983,2653066
Oregon,41,1984,2666588
Oregon,41,1985,2672652
Oregon,41,1986,2683528
Oregon,41,1987,2700991
Oregon,41,1988,2741297
Oregon,41,1989,2790575
Oregon,41,1990,2858547
Oregon,41,1991,2918745
Oregon,41,1992,2973934
Oregon,41,1993,3034490
Oregon,41,1994,3087142
Oregon,41,1995,3141421
Oregon,41,1996,3195087
Oregon,41,1997,3243254
Oregon,41,1998,3282055
Oregon,41,1999,3316154
Oregon,41,2000,3429708
Oregon,41,2001,3467937
Oregon,41,2002,3513424
Oregon,41,2003,3547376
Oregon,41,2004,3569463
Oregon,41,2005,3613202
Oregon,41,2006,3670883
Oregon,41,2007,3722417
Oregon,41,2008,3768748
Oregon,41,2009,3808600
Oregon,41,2010,3837073
Oregon,41,2011,3865845
Oregon,41,2012,3893920
Oregon,41,2013,3919664
Oregon,41,2014,3960673
Oregon,41,2015,4016537
Oregon,41,2016,4085989
Oregon,41,2017,4142776
Pennsylvania,42,1971,11886400
Pennsylvania,42,1972,11908233
Pennsylvania,42,1973,11890527
Pennsylvania,42,1974,11870884
Pennsylvania,42,1975,11906095
Pennsylvania,42,1976,11897378
Pennsylvania,42,1977,11893591
Pennsylvania,42,1978,11879396
Pennsylvania,42,1979,11887975
Pennsylvania,42,1980,11862829.4
Pennsylvania,42,1981,11858567
Pennsylvania,42,1982,11845146
Pennsylvania,42,1983,11837723
Pennsylvania,42,1984,11815172
Pennsylvania,42,1985,11770862
Pennsylvania,42,1986,11782752
Pennsylvania,42,1987,11810866
Pennsylvania,42,1988,11845752
Pennsylvania,42,1989,11865996
Pennsylvania,42,1990,11895604
Pennsylvania,42,1991,11943160
Pennsylvania,42,1992,11980819
Pennsylvania,42,1993,12022128
Pennsylvania,42,1994,12042545
Pennsylvania,42,1995,12044780
Pennsylvania,42,1996,12038008
Pennsylvania,42,1997,12015888
Pennsylvania,42,1998,12002329
Pennsylvania,42,1999,11994016
Pennsylvania,42,2000,12284173
Pennsylvania,42,2001,12298970
Pennsylvania,42,2002,12331031
Pennsylvania,42,2003,12374658
Pennsylvania,42,2004,12410722
Pennsylvania,42,2005,12449990
Pennsylvania,42,2006,12510809
Pennsylvania,42,2007,12563937
Pennsylvania,42,2008,12612285
Pennsylvania,42,2009,12666858
Pennsylvania,42,2010,12711063
Pennsylvania,42,2011,12742811
Pennsylvania,42,2012,12768034
Pennsylvania,42,2013,12778450
Pennsylvania,42,2014,12790341
Pennsylvania,42,2015,12791124
Pennsylvania,42,2016,12787085
Pennsylvania,42,2017,12805537
Rhode Island,44,1971,963107
Rhode Island,44,1972,974790
Rhode Island,44,1973,975738
Rhode Island,44,1974,950615
Rhode Island,44,1975,942788
Rhode Island,44,1976,946089
Rhode Island,44,1977,950230
Rhode Island,44,1978,951816
Rhode Island,44,1979,950382
Rhode Island,44,1980,948325.8
Rhode Island,44,1981,953013
Rhode Island,44,1982,954170
Rhode Island,44,1983,956382
Rhode Island,44,1984,961894
Rhode Island,44,1985,968955
Rhode Island,44,1986,977341
Rhode Island,44,1987,989604
Rhode Island,44,1988,996408
Rhode Island,44,1989,1000666
Rhode Island,44,1990,1004649
Rhode Island,44,1991,1003990
Rhode Island,44,1992,1000571
Rhode Island,44,1993,997852
Rhode Island,44,1994,993412
Rhode Island,44,1995,989203
Rhode Island,44,1996,987858
Rhode Island,44,1997,986966
Rhode Island,44,1998,987704
Rhode Island,44,1999,990819
Rhode Island,44,2000,1050268
Rhode Island,44,2001,1057142
Rhode Island,44,2002,1065995
Rhode Island,44,2003,1071342
Rhode Island,44,2004,1074579
Rhode Island,44,2005,1067916
Rhode Island,44,2006,1063096
Rhode Island,44,2007,1057315
Rhode Island,44,2008,1055003
Rhode Island,44,2009,1053646
Rhode Island,44,2010,1053169
Rhode Island,44,2011,1052154
Rhode Island,44,2012,1052761
Rhode Island,44,2013,1052784
Rhode Island,44,2014,1054782
Rhode Island,44,2015,1055916
Rhode Island,44,2016,1057566
Rhode Island,44,2017,1059639
South Carolina,45,1971,2662269
South Carolina,45,1972,2719197
South Carolina,45,1973,2776605
South Carolina,45,1974,2844749
South Carolina,45,1975,2902028
South Carolina,45,1976,2943657
South Carolina,45,1977,2991681
South Carolina,45,1978,3044364
South Carolina,45,1979,3090267
South Carolina,45,1980,3133307
South Carolina,45,1981,3179255
South Carolina,45,1982,3207614
South Carolina,45,1983,3234066
South Carolina,45,1984,3271868
South Carolina,45,1985,3303209
South Carolina,45,1986,3342758
South Carolina,45,1987,3380506
South Carolina,45,1988,3412096
South Carolina,45,1989,3456775
South Carolina,45,1990,3499064
South Carolina,45,1991,3559470
South Carolina,45,1992,3600576
South Carolina,45,1993,3634507
South Carolina,45,1994,3666456
South Carolina,45,1995,3699943
South Carolina,45,1996,3738974
South Carolina,45,1997,3790066
South Carolina,45,1998,3839578
South Carolina,45,1999,3885736
South Carolina,45,2000,4024223
South Carolina,45,2001,4064995
South Carolina,45,2002,4107795
South Carolina,45,2003,4150297
South Carolina,45,2004,4210921
South Carolina,45,2005,4270150
South Carolina,45,2006,4357847
South Carolina,45,2007,4444110
South Carolina,45,2008,4528996
South Carolina,45,2009,4589872
South Carolina,45,2010,4635834
South Carolina,45,2011,4672744
South Carolina,45,2012,4719009
South Carolina,45,2013,4765862
South Carolina,45,2014,4824758
South Carolina,45,2015,4892423
South Carolina,45,2016,4959822
South Carolina,45,2017,5024369
South Dakota,46,1971,671297
South Dakota,46,1972,677234
South Dakota,46,1973,678715
South Dakota,46,1974,679585
South Dakota,46,1975,681042
South Dakota,46,1976,686390
South Dakota,46,1977,688480
South Dakota,46,1978,688580
South Dakota,46,1979,688335
South Dakota,46,1980,690531.2
South Dakota,46,1981,689584
South Dakota,46,1982,690597
South Dakota,46,1983,693008
South Dakota,46,1984,697249
South Dakota,46,1985,698402
South Dakota,46,1986,696034
South Dakota,46,1987,696036
South Dakota,46,1988,698165
South Dakota,46,1989,696701
South Dakota,46,1990,696667
South Dakota,46,1991,701445
South Dakota,46,1992,708698
South Dakota,46,1993,716258
South Dakota,46,1994,723038
South Dakota,46,1995,728251
South Dakota,46,1996,730699
South Dakota,46,1997,730855
South Dakota,46,1998,730789
South Dakota,46,1999,733133
South Dakota,46,2000,755844
South Dakota,46,2001,757972
South Dakota,46,2002,760020
South Dakota,46,2003,763729
South Dakota,46,2004,770396
South Dakota,46,2005,775493
South Dakota,46,2006,783033
South Dakota,46,2007,791623
South Dakota,46,2008,799124
South Dakota,46,2009,807067
South Dakota,46,2010,816227
South Dakota,46,2011,823338
South Dakota,46,2012,832576
South Dakota,46,2013,842513
South Dakota,46,2014,849455
South Dakota,46,2015,854036
South Dakota,46,2016,861542
South Dakota,46,2017,869666
Tennessee,47,1971,4013608
Tennessee,47,1972,4094611
Tennessee,47,1973,4147401
Tennessee,47,1974,4213509
Tennessee,47,1975,4275566
Tennessee,47,1976,4346928
Tennessee,47,1977,4422921
Tennessee,47,1978,4486314
Tennessee,47,1979,4560473
Tennessee,47,1980,4598427.6
Tennessee,47,1981,4627658
Tennessee,47,1982,4646041
Tennessee,47,1983,4659749
Tennessee,47,1984,4686737
Tennessee,47,1985,4715296
Tennessee,47,1986,4738708
Tennessee,47,1987,4782927
Tennessee,47,1988,4822437
Tennessee,47,1989,4854444
Tennessee,47,1990,4890626
Tennessee,47,1991,4946886
Tennessee,47,1992,5013999
Tennessee,47,1993,5085666
Tennessee,47,1994,5163016
Tennessee,47,1995,5241168
Tennessee,47,1996,5313576
Tennessee,47,1997,5378433
Tennessee,47,1998,5432679
Tennessee,47,1999,5483535
Tennessee,47,2000,5703719
Tennessee,47,2001,5750789
Tennessee,47,2002,5795918
Tennessee,47,2003,5847812
Tennessee,47,2004,5910809
Tennessee,47,2005,5991057
Tennessee,47,2006,6088766
Tennessee,47,2007,6175727
Tennessee,47,2008,6247411
Tennessee,47,2009,6306019
Tennessee,47,2010,6355882
Tennessee,47,2011,6396281
Tennessee,47,2012,6450632
Tennessee,47,2013,6490795
Tennessee,47,2014,6540007
Tennessee,47,2015,6590726
Tennessee,47,2016,6649404
Tennessee,47,2017,6715984
Texas,48,1971,11509848
Texas,48,1972,11759148
Texas,48,1973,12019543
Texas,48,1974,12268629
Texas,48,1975,12568843
Texas,48,1976,12904089
Texas,48,1977,13193050
Texas,48,1978,13500429
Texas,48,1979,13888371
Texas,48,1980,14332616.4
Texas,48,1981,14746318
Texas,48,1982,15331415
Texas,48,1983,15751676
Texas,48,1984,16007086
Texas,48,1985,16272734
Texas,48,1986,16561113
Texas,48,1987,16621791
Texas,48,1988,16667022
Texas,48,1989,16806735
Texas,48,1990,17044714
Texas,48,1991,17339904
Texas,48,1992,17650479
Texas,48,1993,17996764
Texas,48,1994,18338319
Texas,48,1995,18679706
Texas,48,1996,19006240
Texas,48,1997,19355427
Texas,48,1998,19712389
Texas,48,1999,20044141
Texas,48,2000,20944499
Texas,48,2001,21319622
Texas,48,2002,21690325
Texas,48,2003,22030931
Texas,48,2004,22394023
Texas,48,2005,22778123
Texas,48,2006,23359580
Texas,48,2007,23831983
Texas,48,2008,24309039
Texas,48,2009,24801761
Texas,48,2010,25241648
Texas,48,2011,25644424
Texas,48,2012,26078327
Texas,48,2013,26479279
Texas,48,2014,26954436
Texas,48,2015,27454880
Texas,48,2016,27904862
Texas,48,2017,28304596
Utah,49,1971,1101192
Utah,49,1972,1135449
Utah,49,1973,1170040
Utah,49,1974,1200471
Utah,49,1975,1236030
Utah,49,1976,1274928
Utah,49,1977,1319512
Utah,49,1978,1367510
Utah,49,1979,1420238
Utah,49,1980,1471923.8
Utah,49,1981,1515471
Utah,49,1982,1558314
Utah,49,1983,1594943
Utah,49,1984,1622342
Utah,49,1985,1642910
Utah,49,1986,1662834
Utah,49,1987,1678119
Utah,49,1988,1689372
Utah,49,1989,1705864
Utah,49,1990,1729722
Utah,49,1991,1771941
Utah,49,1992,1821498
Utah,49,1993,1875993
Utah,49,1994,1930436
Utah,49,1995,1976774
Utah,49,1996,2022253
Utah,49,1997,2065397
Utah,49,1998,2100562
Utah,49,1999,2129836
Utah,49,2000,2244502
Utah,49,2001,2283715
Utah,49,2002,2324815
Utah,49,2003,2360137
Utah,49,2004,2401580
Utah,49,2005,2457719
Utah,49,2006,2525507
Utah,49,2007,2597746
Utah,49,2008,2663029
Utah,49,2009,2723421
Utah,49,2010,2775260
Utah,49,2011,2815430
Utah,49,2012,2854222
Utah,49,2013,2899961
Utah,49,2014,2938671
Utah,49,2015,2984917
Utah,49,2016,3044321
Utah,49,2017,3101833
Vermont,50,1971,454318
Vermont,50,1972,463143
Vermont,50,1973,468430
Vermont,50,1974,473002
Vermont,50,1975,479713
Vermont,50,1976,484928
Vermont,50,1977,491931
Vermont,50,1978,498109
Vermont,50,1979,505372
Vermont,50,1980,512283.6
Vermont,50,1981,515594
Vermont,50,1982,519109
Vermont,50,1983,523302
Vermont,50,1984,526660
Vermont,50,1985,530035
Vermont,50,1986,534066
Vermont,50,1987,540267
Vermont,50,1988,549763
Vermont,50,1989,557707
Vermont,50,1990,564526
Vermont,50,1991,567141
Vermont,50,1992,570115
Vermont,50,1993,574004
Vermont,50,1994,578900
Vermont,50,1995,582827
Vermont,50,1996,586352
Vermont,50,1997,588665
Vermont,50,1998,590579
Vermont,50,1999,593740
Vermont,50,2000,609618
Vermont,50,2001,612223
Vermont,50,2002,615442
Vermont,50,2003,617858
Vermont,50,2004,619920
Vermont,50,2005,621215
Vermont,50,2006,622892
Vermont,50,2007,623481
Vermont,50,2008,624151
Vermont,50,2009,624817
Vermont,50,2010,625842
Vermont,50,2011,626210
Vermont,50,2012,625606
Vermont,50,2013,626044
Vermont,50,2014,625665
Vermont,50,2015,624455
Vermont,50,2016,623354
Vermont,50,2017,623657
Virginia,51,1971,4750838
Virginia,51,1972,4824472
Virginia,51,1973,4901292
Virginia,51,1974,4971069
Virginia,51,1975,5047395
Virginia,51,1976,5121863
Virginia,51,1977,5193112
Virginia,51,1978,5270240
Virginia,51,1979,5307945
Virginia,51,1980,5366273.8
Virginia,51,1981,5444097
Virginia,51,1982,5492783
Virginia,51,1983,5564657
Virginia,51,1984,5643870
Virginia,51,1985,5715153
Virginia,51,1986,5811700
Virginia,51,1987,5932268
Virginia,51,1988,6036909
Virginia,51,1989,6120246
Virginia,51,1990,6213526
Virginia,51,1991,6283853
Virginia,51,1992,6383315
Virginia,51,1993,6464795
Virginia,51,1994,6536771
Virginia,51,1995,6601392
Virginia,51,1996,6665491
Virginia,51,1997,6732878
Virginia,51,1998,6789225
Virginia,51,1999,6872912
Virginia,51,2000,7105817
Virginia,51,2001,7198362
Virginia,51,2002,7286873
Virginia,51,2003,7366977
Virginia,51,2004,7475575
Virginia,51,2005,7577105
Virginia,51,2006,7673725
Virginia,51,2007,7751000
Virginia,51,2008,7833496
Virginia,51,2009,7925937
Virginia,51,2010,8025206
Virginia,51,2011,8107548
Virginia,51,2012,8188656
Virginia,51,2013,8261689
Virginia,51,2014,8316902
Virginia,51,2015,8366767
Virginia,51,2016,8414380
Virginia,51,2017,8470020
Washington,53,1971,3447553
Washington,53,1972,3447885
Washington,53,1973,3478782
Washington,53,1974,3549946
Washington,53,1975,3621339
Washington,53,1976,3693610
Washington,53,1977,3776050
Washington,53,1978,3889073
Washington,53,1979,4017632
Washington,53,1980,4152871
Washington,53,1981,4235731
Washington,53,1982,4276552
Washington,53,1983,4300266
Washington,53,1984,4343656
Washington,53,1985,4400098
Washington,53,1986,4452720
Washington,53,1987,4531901
Washington,53,1988,4639893
Washington,53,1989,4746316
Washington,53,1990,4900780
Washington,53,1991,5013443
Washington,53,1992,5139011
Washington,53,1993,5247704
Washington,53,1994,5334896
Washington,53,1995,5431024
Washington,53,1996,5509963
Washington,53,1997,5604105
Washington,53,1998,5687832
Washington,53,1999,5756361
Washington,53,2000,5910512
Washington,53,2001,5985722
Washington,53,2002,6052349
Washington,53,2003,6104115
Washington,53,2004,6178645
Washington,53,2005,6257305
Washington,53,2006,6370753
Washington,53,2007,6461587
Washington,53,2008,6562231
Washington,53,2009,6667426
Washington,53,2010,6741386
Washington,53,2011,6819155
Washington,53,2012,6890899
Washington,53,2013,6963410
Washington,53,2014,7046931
Washington,53,2015,7152818
Washington,53,2016,7280934
Washington,53,2017,7405743
West Virginia,54,1971,1770657
West Virginia,54,1972,1797648
West Virginia,54,1973,1806360
West Virginia,54,1974,1815447
West Virginia,54,1975,1842250
West Virginia,54,1976,1879503
West Virginia,54,1977,1908088
West Virginia,54,1978,1923395
West Virginia,54,1979,1942146
West Virginia,54,1980,1950540
West Virginia,54,1981,1954124
West Virginia,54,1982,1949604
West Virginia,54,1983,1945061
West Virginia,54,1984,1927697
West Virginia,54,1985,1906831
West Virginia,54,1986,1882350
West Virginia,54,1987,1857585
West Virginia,54,1988,1830215
West Virginia,54,1989,1806568
West Virginia,54,1990,1792481
West Virginia,54,1991,1798212
West Virginia,54,1992,1805462
West Virginia,54,1993,1816179
West Virginia,54,1994,1818490
West Virginia,54,1995,1820560
West Virginia,54,1996,1818983
West Virginia,54,1997,1815588
West Virginia,54,1998,1811688
West Virginia,54,1999,1806928
West Virginia,54,2000,1807021
West Virginia,54,2001,1801481
West Virginia,54,2002,1805414
West Virginia,54,2003,1812295
West Virginia,54,2004,1816438
West Virginia,54,2005,1820492
West Virginia,54,2006,1827912
West Virginia,54,2007,1834052
West Virginia,54,2008,1840310
West Virginia,54,2009,1847775
West Virginia,54,2010,1854315
West Virginia,54,2011,1854891
West Virginia,54,2012,1855360
West Virginia,54,2013,1852333
West Virginia,54,2014,1847624
West Virginia,54,2015,1839767
West Virginia,54,2016,1828637
West Virginia,54,2017,1815857
Wisconsin,55,1971,4462155
Wisconsin,55,1972,4502412
Wisconsin,55,1973,4524244
Wisconsin,55,1974,4545782
Wisconsin,55,1975,4578986
Wisconsin,55,1976,4595904
Wisconsin,55,1977,4626514
Wisconsin,55,1978,4646108
Wisconsin,55,1979,4682811
Wisconsin,55,1980,4709882.2
Wisconsin,55,1981,4726343
Wisconsin,55,1982,4728870
Wisconsin,55,1983,4721438
Wisconsin,55,1984,4735563
Wisconsin,55,1985,4747767
Wisconsin,55,1986,4755618
Wisconsin,55,1987,4777919
Wisconsin,55,1988,4822388
Wisconsin,55,1989,4856574
Wisconsin,55,1990,4902265
Wisconsin,55,1991,4952675
Wisconsin,55,1992,5004636
Wisconsin,55,1993,5055318
Wisconsin,55,1994,5095504
Wisconsin,55,1995,5137004
Wisconsin,55,1996,5173828
Wisconsin,55,1997,5200235
Wisconsin,55,1998,5222124
Wisconsin,55,1999,5250446
Wisconsin,55,2000,5373999
Wisconsin,55,2001,5406835
Wisconsin,55,2002,5445162
Wisconsin,55,2003,5479203
Wisconsin,55,2004,5514026
Wisconsin,55,2005,5546166
Wisconsin,55,2006,5577655
Wisconsin,55,2007,5610775
Wisconsin,55,2008,5640996
Wisconsin,55,2009,5669264
Wisconsin,55,2010,5690403
Wisconsin,55,2011,5705812
Wisconsin,55,2012,5721075
Wisconsin,55,2013,5736673
Wisconsin,55,2014,5751272
Wisconsin,55,2015,5759744
Wisconsin,55,2016,5772917
Wisconsin,55,2017,5795483
Wyoming,56,1971,340285
Wyoming,56,1972,347345
Wyoming,56,1973,354061
Wyoming,56,1974,365501
Wyoming,56,1975,381695
Wyoming,56,1976,396952
Wyoming,56,1977,413354
Wyoming,56,1978,432880
Wyoming,56,1979,454378
Wyoming,56,1980,473988
Wyoming,56,1981,491712
Wyoming,56,1982,506400
Wyoming,56,1983,510345
Wyoming,56,1984,504896
Wyoming,56,1985,499695
Wyoming,56,1986,495633
Wyoming,56,1987,476965
Wyoming,56,1988,465101
Wyoming,56,1989,458374
Wyoming,56,1990,453401
Wyoming,56,1991,457739
Wyoming,56,1992,463491
Wyoming,56,1993,469033
Wyoming,56,1994,474982
Wyoming,56,1995,478447
Wyoming,56,1996,480085
Wyoming,56,1997,480031
Wyoming,56,1998,480045
Wyoming,56,1999,479602
Wyoming,56,2000,494300
Wyoming,56,2001,494657
Wyoming,56,2002,500017
Wyoming,56,2003,503453
Wyoming,56,2004,509106
Wyoming,56,2005,514157
Wyoming,56,2006,522667
Wyoming,56,2007,534876
Wyoming,56,2008,546043
Wyoming,56,2009,559851
Wyoming,56,2010,564376
Wyoming,56,2011,567602
Wyoming,56,2012,576608
Wyoming,56,2013,582341
Wyoming,56,2014,583334
Wyoming,56,2015,586102
Wyoming,56,2016,584910
Wyoming,56,2017,579315
